benchmark,M,blockSize,k,cxpb,gen,NGEN,seed
LOTZ,1,30,0,0.0,7508,10000000,9
LOTZ,3,10,0,0.0,120541,10000000,0
LOTZ,3,10,0,0.0,115258,10000000,10
LOTZ,3,10,0,0.0,132135,10000000,11
LOTZ,3,10,0,0.0,132917,10000000,12
LOTZ,3,10,0,0.0,94235,10000000,13
LOTZ,3,10,0,0.0,131453,10000000,14
LOTZ,3,10,0,0.0,106282,10000000,15
LOTZ,3,10,0,0.0,140928,10000000,16
LOTZ,3,10,0,0.0,98651,10000000,17
LOTZ,3,10,0,0.0,153312,10000000,18
LOTZ,3,10,0,0.0,123117,10000000,19
LOTZ,3,10,0,0.0,116607,10000000,20
LOTZ,3,10,0,0.0,120400,10000000,21
LOTZ,3,10,0,0.0,118632,10000000,22
LOTZ,3,10,0,0.0,122012,10000000,23
LOTZ,3,10,0,0.0,113997,10000000,24
LOTZ,3,10,0,0.0,105430,10000000,25
LOTZ,3,10,0,0.0,130164,10000000,26
LOTZ,3,10,0,0.0,124418,10000000,27
LOTZ,3,10,0,0.0,103850,10000000,28
LOTZ,3,10,0,0.0,121233,10000000,29
OMM,1,30,0,0.0,3966,10000000,0
OMM,1,30,0,0.0,1634,10000000,1
OMM,1,30,0,0.0,1227,10000000,10
OMM,1,30,0,0.0,3150,10000000,11
OMM,1,30,0,0.0,4818,10000000,12
OMM,1,30,0,0.0,2146,10000000,13
OMM,1,30,0,0.0,2526,10000000,14
OMM,1,30,0,0.0,3386,10000000,15
OMM,1,30,0,0.0,5892,10000000,16
OMM,1,30,0,0.0,1761,10000000,17
OMM,1,30,0,0.0,4620,10000000,18
OMM,1,30,0,0.0,2588,10000000,19
OMM,1,30,0,0.0,1908,10000000,20
OMM,1,30,0,0.0,2379,10000000,21
OMM,1,30,0,0.0,2610,10000000,22
OMM,1,30,0,0.0,2071,10000000,23
OMM,1,30,0,0.0,3470,10000000,24
OMM,1,30,0,0.0,2490,10000000,25
OMM,1,30,0,0.0,2065,10000000,26
OMM,1,30,0,0.0,2415,10000000,27
OMM,1,30,0,0.0,2230,10000000,28
OMM,1,30,0,0.0,3983,10000000,29
OMM,1,30,0,0.0,2037,10000000,2
OMM,1,30,0,0.0,2336,10000000,3
OMM,1,30,0,0.0,2151,10000000,4
OMM,1,30,0,0.0,1692,10000000,5
OMM,1,30,0,0.0,2516,10000000,6
OMM,1,30,0,0.0,2539,10000000,7
OMM,1,30,0,0.0,2638,10000000,8
OMM,1,30,0,0.0,2970,10000000,9
OMM,3,10,0,0.0,56222,10000000,0
OMM,3,10,0,0.0,50397,10000000,10
OMM,3,10,0,0.0,108959,10000000,11
OMM,3,10,0,0.0,134405,10000000,12
OMM,3,10,0,0.0,101552,10000000,13
OMM,3,10,0,0.0,114281,10000000,14
OMM,3,10,0,0.0,39345,10000000,15
OMM,3,10,0,0.0,58470,10000000,16
OMM,3,10,0,0.0,44858,10000000,17
OMM,3,10,0,0.0,83925,10000000,18
OMM,3,10,0,0.0,71262,10000000,19
OMM,3,10,0,0.0,65618,10000000,20
OMM,3,10,0,0.0,69242,10000000,21
OMM,3,10,0,0.0,70269,10000000,22
OMM,3,10,0,0.0,53111,10000000,23
OMM,3,10,0,0.0,42106,10000000,24
OMM,3,10,0,0.0,59602,10000000,25
OMM,3,10,0,0.0,58291,10000000,26
OMM,3,10,0,0.0,43683,10000000,27
OMM,3,10,0,0.0,61176,10000000,28
OMM,3,10,0,0.0,51291,10000000,29
