benchmark,M,blockSize,k,cxpb,pop_factor,gen,NGEN,seed
OJZJ,2,10,2,0.0,1.0,75993,10000000,22
LOTZ,2,10,0,0.0,0.09090909090909091,23233,10000000,22
OMM,2,15,0,0.0,1.0,36983,10000000,22
OJZJ,2,15,2,0.0,1.0,339822,10000000,22
LOTZ,2,15,0,0.0,0.0625,58734,10000000,22
OMM,2,20,0,0.0,1.0,75422,10000000,22
OJZJ,2,20,2,0.0,1.0,1606889,10000000,22
LOTZ,2,20,0,0.0,0.047619047619047616,169192,10000000,22
OMM,2,25,0,0.0,1.0,233893,10000000,22
LOTZ,2,25,0,0.0,0.038461538461538464,373522,10000000,22
OMM,2,30,0,0.0,1.0,370079,10000000,22
LOTZ,2,30,0,0.0,0.03225806451612903,669306,10000000,22
COCZ,2,3,0,0.0,1.0,888,10000000,23
COCZ,2,5,0,0.0,1.0,1533,10000000,23
COCZ,2,7,0,0.0,1.0,7679,10000000,23
COCZ,2,10,0,0.0,1.0,18601,10000000,23
COCZ,2,12,0,0.0,1.0,31353,10000000,23
COCZ,2,15,0,0.0,1.0,115952,10000000,23
OMM,2,5,0,0.0,1.0,1530,10000000,23
OJZJ,2,5,2,0.0,1.0,5739,10000000,23
LOTZ,2,5,0,0.0,0.16666666666666666,1080,10000000,23
OMM,2,10,0,0.0,1.0,4870,10000000,23
OJZJ,2,10,2,0.0,1.0,82785,10000000,23
LOTZ,2,10,0,0.0,0.09090909090909091,13471,10000000,23
OMM,2,15,0,0.0,1.0,23924,10000000,23
OJZJ,2,15,2,0.0,1.0,248357,10000000,23
LOTZ,2,15,0,0.0,0.0625,57435,10000000,23
OMM,2,20,0,0.0,1.0,81515,10000000,23
OJZJ,2,20,2,0.0,1.0,853813,10000000,23
LOTZ,2,20,0,0.0,0.047619047619047616,177557,10000000,23
OMM,2,25,0,0.0,1.0,175289,10000000,23
LOTZ,2,25,0,0.0,0.038461538461538464,499940,10000000,23
OMM,2,30,0,0.0,1.0,173564,10000000,23
LOTZ,2,30,0,0.0,0.03225806451612903,663195,10000000,23
COCZ,2,3,0,0.0,1.0,685,10000000,24
COCZ,2,5,0,0.0,1.0,1728,10000000,24
COCZ,2,7,0,0.0,1.0,9385,10000000,24
COCZ,2,10,0,0.0,1.0,19256,10000000,24
COCZ,2,12,0,0.0,1.0,33752,10000000,24
COCZ,2,15,0,0.0,1.0,88963,10000000,24
OMM,2,5,0,0.0,1.0,987,10000000,24
OJZJ,2,5,2,0.0,1.0,3021,10000000,24
LOTZ,2,5,0,0.0,0.16666666666666666,1538,10000000,24
OMM,2,10,0,0.0,1.0,12465,10000000,24
OJZJ,2,10,2,0.0,1.0,35452,10000000,24
LOTZ,2,10,0,0.0,0.09090909090909091,11755,10000000,24
OMM,2,15,0,0.0,1.0,33688,10000000,24
OJZJ,2,15,2,0.0,1.0,317511,10000000,24
LOTZ,2,15,0,0.0,0.0625,58441,10000000,24
OMM,2,20,0,0.0,1.0,112905,10000000,24
OJZJ,2,20,2,0.0,1.0,2592990,10000000,24
LOTZ,2,20,0,0.0,0.047619047619047616,193522,10000000,24
OMM,2,25,0,0.0,1.0,190530,10000000,24
LOTZ,2,25,0,0.0,0.038461538461538464,435690,10000000,24
OMM,2,30,0,0.0,1.0,206185,10000000,24
LOTZ,2,30,0,0.0,0.03225806451612903,834282,10000000,24
COCZ,2,3,0,0.0,1.0,454,10000000,25
COCZ,2,5,0,0.0,1.0,2146,10000000,25
COCZ,2,7,0,0.0,1.0,6300,10000000,25
COCZ,2,10,0,0.0,1.0,35609,10000000,25
COCZ,2,12,0,0.0,1.0,38948,10000000,25
COCZ,2,15,0,0.0,1.0,93508,10000000,25
OMM,2,5,0,0.0,1.0,1189,10000000,25
OJZJ,2,5,2,0.0,1.0,3499,10000000,25
LOTZ,2,5,0,0.0,0.16666666666666666,992,10000000,25
OMM,2,10,0,0.0,1.0,8427,10000000,25
OJZJ,2,10,2,0.0,1.0,40051,10000000,25
LOTZ,2,10,0,0.0,0.09090909090909091,19978,10000000,25
OMM,2,15,0,0.0,1.0,61114,10000000,25
OJZJ,2,15,2,0.0,1.0,883671,10000000,25
LOTZ,2,15,0,0.0,0.0625,64876,10000000,25
OMM,2,20,0,0.0,1.0,68021,10000000,25
OJZJ,2,20,2,0.0,1.0,3216116,10000000,25
LOTZ,2,20,0,0.0,0.047619047619047616,186192,10000000,25
OMM,2,25,0,0.0,1.0,136689,10000000,25
LOTZ,2,25,0,0.0,0.038461538461538464,371582,10000000,25
OMM,2,30,0,0.0,1.0,239275,10000000,25
LOTZ,2,30,0,0.0,0.03225806451612903,854898,10000000,25
COCZ,2,3,0,0.0,1.0,554,10000000,26
COCZ,2,5,0,0.0,1.0,4473,10000000,26
COCZ,2,7,0,0.0,1.0,7455,10000000,26
COCZ,2,10,0,0.0,1.0,18820,10000000,26
COCZ,2,12,0,0.0,1.0,44800,10000000,26
COCZ,2,15,0,0.0,1.0,91483,10000000,26
OMM,2,5,0,0.0,1.0,1345,10000000,26
OJZJ,2,5,2,0.0,1.0,2197,10000000,26
LOTZ,2,5,0,0.0,0.16666666666666666,1818,10000000,26
OMM,2,10,0,0.0,1.0,14048,10000000,26
OJZJ,2,10,2,0.0,1.0,92353,10000000,26
LOTZ,2,10,0,0.0,0.09090909090909091,18931,10000000,26
OMM,2,15,0,0.0,1.0,51223,10000000,26
OJZJ,2,15,2,0.0,1.0,424943,10000000,26
LOTZ,2,15,0,0.0,0.0625,78148,10000000,26
OMM,2,20,0,0.0,1.0,122079,10000000,26
OJZJ,2,20,2,0.0,1.0,2537954,10000000,26
LOTZ,2,20,0,0.0,0.047619047619047616,180152,10000000,26
OMM,2,25,0,0.0,1.0,205468,10000000,26
LOTZ,2,25,0,0.0,0.038461538461538464,394576,10000000,26
OMM,2,30,0,0.0,1.0,244716,10000000,26
LOTZ,2,30,0,0.0,0.03225806451612903,734487,10000000,26
COCZ,2,3,0,0.0,1.0,418,10000000,27
COCZ,2,5,0,0.0,1.0,4491,10000000,27
COCZ,2,7,0,0.0,1.0,8136,10000000,27
COCZ,2,10,0,0.0,1.0,37568,10000000,27
COCZ,2,12,0,0.0,1.0,66416,10000000,27
COCZ,2,15,0,0.0,1.0,79960,10000000,27
OMM,2,5,0,0.0,1.0,389,10000000,27
OJZJ,2,5,2,0.0,1.0,3154,10000000,27
LOTZ,2,5,0,0.0,0.16666666666666666,930,10000000,27
OMM,2,10,0,0.0,1.0,5745,10000000,27
OJZJ,2,10,2,0.0,1.0,95171,10000000,27
LOTZ,2,10,0,0.0,0.09090909090909091,12383,10000000,27
OMM,2,15,0,0.0,1.0,35234,10000000,27
OJZJ,2,15,2,0.0,1.0,508160,10000000,27
LOTZ,2,15,0,0.0,0.0625,40995,10000000,27
OMM,2,20,0,0.0,1.0,69884,10000000,27
OJZJ,2,20,2,0.0,1.0,2264135,10000000,27
LOTZ,2,20,0,0.0,0.047619047619047616,225081,10000000,27
OMM,2,25,0,0.0,1.0,202696,10000000,27
LOTZ,2,25,0,0.0,0.038461538461538464,402147,10000000,27
OMM,2,30,0,0.0,1.0,273671,10000000,27
LOTZ,2,30,0,0.0,0.03225806451612903,792873,10000000,27
COCZ,2,3,0,0.0,1.0,430,10000000,28
COCZ,2,5,0,0.0,1.0,2574,10000000,28
COCZ,2,7,0,0.0,1.0,6358,10000000,28
COCZ,2,10,0,0.0,1.0,31085,10000000,28
COCZ,2,12,0,0.0,1.0,69707,10000000,28
COCZ,2,15,0,0.0,1.0,99483,10000000,28
OMM,2,5,0,0.0,1.0,1033,10000000,28
OJZJ,2,5,2,0.0,1.0,3750,10000000,28
LOTZ,2,5,0,0.0,0.16666666666666666,1491,10000000,28
OMM,2,10,0,0.0,1.0,6845,10000000,28
OJZJ,2,10,2,0.0,1.0,74862,10000000,28
LOTZ,2,10,0,0.0,0.09090909090909091,19192,10000000,28
OMM,2,15,0,0.0,1.0,29582,10000000,28
OJZJ,2,15,2,0.0,1.0,434361,10000000,28
LOTZ,2,15,0,0.0,0.0625,48541,10000000,28
OMM,2,20,0,0.0,1.0,65593,10000000,28
OJZJ,2,20,2,0.0,1.0,1070395,10000000,28
LOTZ,2,20,0,0.0,0.047619047619047616,182655,10000000,28
OMM,2,25,0,0.0,1.0,279054,10000000,28
LOTZ,2,25,0,0.0,0.038461538461538464,340757,10000000,28
OMM,2,30,0,0.0,1.0,362821,10000000,28
LOTZ,2,30,0,0.0,0.03225806451612903,847983,10000000,28
COCZ,2,3,0,0.0,1.0,606,10000000,29
COCZ,2,5,0,0.0,1.0,4263,10000000,29
COCZ,2,7,0,0.0,1.0,5237,10000000,29
COCZ,2,10,0,0.0,1.0,18216,10000000,29
COCZ,2,12,0,0.0,1.0,65071,10000000,29
COCZ,2,15,0,0.0,1.0,107924,10000000,29
OMM,2,5,0,0.0,1.0,1161,10000000,29
OJZJ,2,5,2,0.0,1.0,3601,10000000,29
LOTZ,2,5,0,0.0,0.16666666666666666,942,10000000,29
OMM,2,10,0,0.0,1.0,7960,10000000,29
OJZJ,2,10,2,0.0,1.0,54452,10000000,29
LOTZ,2,10,0,0.0,0.09090909090909091,16541,10000000,29
OMM,2,15,0,0.0,1.0,68148,10000000,29
OJZJ,2,15,2,0.0,1.0,331837,10000000,29
LOTZ,2,15,0,0.0,0.0625,68643,10000000,29
OMM,2,20,0,0.0,1.0,98980,10000000,29
OJZJ,2,20,2,0.0,1.0,1080472,10000000,29
LOTZ,2,20,0,0.0,0.047619047619047616,199864,10000000,29
OMM,2,25,0,0.0,1.0,128724,10000000,29
LOTZ,2,25,0,0.0,0.038461538461538464,463818,10000000,29
OMM,2,30,0,0.0,1.0,277877,10000000,29
LOTZ,2,30,0,0.0,0.03225806451612903,734428,10000000,29
